ID,Status,Business Unit,Issue ID,Action Plan Name,Issue Source,Action Plan Description,Action Plan Validation Steps,Linked to Regulatory Engagements,Technology Dependent,Action Plan Target Date,Action Plan Validation Target Date,Action Plan Owner,Action Plan Approver,Action Plan Owner Record Manager,Action Plan Approver Record Manager,Interested Parties,Hyperlinks,fxValidateRoleAssignments,Action Plan Linked To,Action Plan Health Check,Progress Updates,Issue - Target Closure Date,Action Plan Start Date,Due Date Extension Count,Validation Failure Count,Original Action Plan Target Date,Current Action Plan Target Date,State at Last Save,Date Action Plan Closed,Override - All,Override - Users,Due Date Extensions,Extension Issue ID,Extension Type,Requested Closure Type,Closure Request Justification,Confirm Action Plan Record Complete,Confirm Closure Validation,Closure Validation Justification,Action Plan Closure Sign-Off,Action Plan Closure Sign-off Date,Confirm Secondary Validation,Secondary Validation Comments,Secondary Validation Sign-Off,External Validation Sign-off Date,Engagements,Original Register,Original ID,Original Created Date,Original Closed Date,Original Link,Migrated Record,Create Date,Created By,Last Modified Date,Last Modified By,System Status
1017973,In Progress,Counsel - CET - Screening Engineering,1022493,DT-02.7,Regulatory Identified,Enable the service behind the unified source of customer level data in production.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,09/18/2026,11/17/2026,Aayush Jain,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022493,,,,01/08/2026,,,09/18/2026,09/18/2026,In Progress,,FALSE,,,1017973,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:32 AM,Jane Lin,active
1017975,In Progress,Counsel - CET - Data Engineering,1022493,DT-02.8,Regulatory Identified,Establish in Snowflake a unified source for BTC vendor data to enable data consistency.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,09/30/2026,11/29/2026,Aditya Nagpal,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022493,,,,01/08/2026,,,09/30/2026,09/30/2026,In Progress,,FALSE,,,1017975,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:32 AM,Jane Lin,active
1017977,In Progress,Counsel - CET - Data Engineering,1022493,DT-02.9,Regulatory Identified,Establish in Snowflake a unified source for Notary casing data to enable data consistency.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,09/30/2026,11/29/2026,Aditya Nagpal,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022493,,,,01/08/2026,,,09/30/2026,09/30/2026,In Progress,,FALSE,,,1017977,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:32 AM,Jane Lin,active
1017979,In Progress,Counsel - CET - Data Engineering,1022493,DT-02.10,Regulatory Identified,Create snowflake data models for transaction search and newly created service for unified source of customer level data.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,10/16/2026,12/15/2026,Aditya Nagpal,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022493,,,,01/08/2026,,,10/16/2026,10/16/2026,In Progress,,FALSE,,,1017979,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:32 AM,Jane Lin,active
1017981,In Progress,Counsel - CET - Data Engineering,1022493,DT-02.11,Regulatory Identified,"Establish and document governance standards for Snowflake data models of BTC vendor, Notary, Transaction Search, and unified customer level data service.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,10/30/2026,12/29/2026,Aditya Nagpal,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022493,,,,01/08/2026,,,10/30/2026,10/30/2026,In Progress,,FALSE,,,1017981,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:32 AM,Jane Lin,active
1017983,In Progress,Cash - MLM - Health,1022493,DT-02.12,Regulatory Identified,Evaluate existing alerting pipelines and downstream workflows to identify and implement changes for integrating the data sources above. Trigger updates as needed.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,10/30/2026,12/29/2026,Dusty Stolp,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022493,,,,01/08/2026,,,10/30/2026,10/30/2026,In Progress,,FALSE,,,1017983,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:32 AM,Jane Lin,active
1017985,In Progress,Counsel - CET - Data Engineering,1022493,DT-02.13,Regulatory Identified,Demonstrate Sustainability,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,10/30/2026,12/29/2026,Aditya Nagpal,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022493,,,,01/08/2026,,,10/30/2026,10/30/2026,In Progress,,FALSE,,,1017985,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:32 AM,Jane Lin,active
1017987,In Progress,Counsel - Cash Compliance,1022495,DT-03.1,Regulatory Identified,Establish rule prioritization and project road map,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,03/30/2026,05/29/2026,Michael Roemer,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022495,,,,01/08/2026,,,03/30/2026,03/30/2026,In Progress,,FALSE,,,1017987,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:32 AM,Jane Lin,active
1017989,In Progress,Counsel - Cash Compliance,1022495,DT-03.2,Regulatory Identified,Execute E2E rule evaluation and deployment framework,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,06/30/2026,08/29/2026,Michael Roemer,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022495,,,,01/08/2026,,,06/30/2026,06/30/2026,In Progress,,FALSE,,,1017989,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:32 AM,Jane Lin,active
1017991,In Progress,Counsel - Cash Compliance,1022495,DT-03.3,Regulatory Identified,Demonstrate Sustainability,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,07/31/2026,09/29/2026,Michael Roemer,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022495,,,,01/08/2026,,,07/31/2026,07/31/2026,In Progress,,FALSE,,,1017991,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:32 AM,Jane Lin,active
1017993,In Progress,Counsel - Cash Compliance,1022497,DT-04.1,Regulatory Identified,"Execute migration of TM and SAR operational workflows from Regulator to Notary as a CMS, ensuring document management as well as analyst workflow capabilities with an audit trail.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,04/27/2026,06/26/2026,Michael Roemer,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022497,,,,01/08/2026,,,04/27/2026,04/27/2026,In Progress,,FALSE,,,1017993,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:32 AM,Jane Lin,active
1017995,In Progress,Counsel - Cash Compliance,1022497,DT-04.2,Regulatory Identified,Design and implement a reporting solution that can be utilized by all levels of program leadership to assess the performance of Compliance.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,09/15/2026,11/14/2026,Michael Roemer,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022497,,,,01/08/2026,,,09/15/2026,09/15/2026,In Progress,,FALSE,,,1017995,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:32 AM,Jane Lin,active
1017997,In Progress,Counsel - Cash Compliance,1022497,DT-04.3,Regulatory Identified,"Display alerting reason, transactions, and/or signals utilized to determine the triggering of an alert / case within the CMS for the compliance analyst.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,10/30/2026,12/29/2026,Michael Roemer,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022497,,,,01/08/2026,,,10/30/2026,10/30/2026,In Progress,,FALSE,,,1017997,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:32 AM,Jane Lin,active
1017999,In Progress,Counsel - Cash Compliance,1022497,DT-04.4,Regulatory Identified,Demonstrate Sustainability.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,10/30/2026,12/29/2026,Michael Roemer,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022497,,,,01/08/2026,,,10/30/2026,10/30/2026,In Progress,,FALSE,,,1017999,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:32 AM,Jane Lin,active
1018001,In Progress,Counsel - Cash Compliance,1022499,DT-05.1,Regulatory Identified,"Develop and implement a Deduplication, Suppression, and Consolidation Procedure that includes, at a high level, the functionality of each and how they are applied across Compliance alerting models and investigations.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,09/30/2026,11/29/2026,Michael Roemer,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022499,,,,01/08/2026,,,09/30/2026,09/30/2026,In Progress,,FALSE,,,1018001,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:32 AM,Jane Lin,active
1018003,In Progress,Counsel - Cash Compliance,1022499,DT-05.2,Regulatory Identified,"Implement audit trail and visibility capabilities in the case management system, Notary, to ensure visibility of deduplication, suppression, and consolidation actions, allowing investigational awareness and regulatory evidence.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,09/30/2026,11/29/2026,Michael Roemer,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022499,,,,01/08/2026,,,09/30/2026,09/30/2026,In Progress,,FALSE,,,1018003,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:32 AM,Jane Lin,active
1018005,In Progress,Counsel - Cash Compliance,1022499,DT-05.3,Regulatory Identified,Demonstrate Sustainability.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,09/30/2026,11/29/2026,Michael Roemer,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022499,,,,01/08/2026,,,09/30/2026,09/30/2026,In Progress,,FALSE,,,1018005,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:33 AM,Jane Lin,active
1018007,In Progress,Counsel - Compliance,1022501,DT-06.1,Regulatory Identified,"Define Stakeholders, including data owners, system administrators, compliance analysts, and business process owners responsible for Blocked/Rejected transaction data capture, integration, and monitoring within Cash App.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,01/10/2026,03/11/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022501,,,,01/08/2026,,,01/10/2026,01/10/2026,In Progress,,FALSE,,,1018007,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:33 AM,Jane Lin,active
1018009,In Progress,Counsel - Compliance,1022501,DT-06.2,Regulatory Identified,Governance: Perform a current state assessment to document how transactions are assessed on Cash App inclusive of monitoring mechanisms.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,02/01/2026,04/02/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022501,,,,01/08/2026,,,02/01/2026,02/01/2026,In Progress,,FALSE,,,1018009,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:33 AM,Jane Lin,active
1018011,In Progress,Counsel - Compliance,1022501,DT-06.3,Regulatory Identified,Define Scope for Inclusion of Blocked/Rejected Transactions within Detections by (1) identifying which attempted transactions should be considered within control processes and (2) define which blocked/rejected transactions should be included within detections.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,02/15/2026,04/16/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022501,,,,01/08/2026,,,02/15/2026,02/15/2026,In Progress,,FALSE,,,1018011,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:33 AM,Jane Lin,active
1018013,In Progress,Counsel - Compliance,1022501,DT-06.4,Regulatory Identified,Draft/update and publish policies or standards overseeing Transaction Monitoring and Customer Risk Rating in compliance with Sections 5.2-5.4 within Block's Compliance Policy on Policies.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,05/30/2026,07/29/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022501,,,,01/08/2026,,,05/30/2026,05/30/2026,In Progress,,FALSE,,,1018013,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:33 AM,Jane Lin,active
1018015,In Progress,Counsel - CET - Automation Machine Learning,1022501,DT-06.5,Regulatory Identified,Refine or design a tooling solution for the potential transaction monitoring scenario that integrates blocked/rejected transaction data with existing customer profiles to provide activity view.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,05/30/2026,07/29/2026,Vijay Sathish,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022501,,,,01/08/2026,,,05/30/2026,05/30/2026,In Progress,,FALSE,,,1018015,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:24 AM,Jane Lin,01/08/2026 5:55:33 AM,Jane Lin,active
1018017,In Progress,Counsel - CET - Automation Machine Learning,1022501,DT-06.6,Regulatory Identified,"Test the proposed tooling solution for blocked/rejected transactions, including pre-implementation and data quality validation testing.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,06/30/2026,08/29/2026,Vijay Sathish,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022501,,,,01/08/2026,,,06/30/2026,06/30/2026,In Progress,,FALSE,,,1018017,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:25 AM,Jane Lin,01/08/2026 5:55:33 AM,Jane Lin,active
1018019,In Progress,Counsel - CET - Automation Machine Learning,1022501,DT-06.7,Regulatory Identified,Refine or design a tooling solution for the potential inclusion of blocked/rejected transactions into existing customer risk models.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,05/30/2026,07/29/2026,Vijay Sathish,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022501,,,,01/08/2026,,,05/30/2026,05/30/2026,In Progress,,FALSE,,,1018019,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:25 AM,Jane Lin,01/08/2026 5:55:33 AM,Jane Lin,active
1018021,In Progress,Counsel - CET - Automation Machine Learning,1022501,DT-06.8,Regulatory Identified,Test the proposed tooling solution for the potential inclusion of blocked/rejected transactions into existing customer risk models.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,06/30/2026,08/29/2026,Vijay Sathish,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022501,,,,01/08/2026,,,06/30/2026,06/30/2026,In Progress,,FALSE,,,1018021,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:25 AM,Jane Lin,01/08/2026 5:55:33 AM,Jane Lin,active
1018023,In Progress,Counsel - Compliance,1022501,DT-06.9,Regulatory Identified,Document and communicate impacted changes required across function and processes.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,07/10/2026,09/08/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022501,,,,01/08/2026,,,07/10/2026,07/10/2026,In Progress,,FALSE,,,1018023,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:25 AM,Jane Lin,01/08/2026 5:55:33 AM,Jane Lin,active
1018025,In Progress,Counsel - Compliance,1022501,DT-06.10,Regulatory Identified,Develop a communication strategy for socializing the updates in alignment with section 5.6 of Block's Compliance Policy on Policies.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,07/15/2026,09/13/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022501,,,,01/08/2026,,,07/15/2026,07/15/2026,In Progress,,FALSE,,,1018025,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:25 AM,Jane Lin,01/08/2026 5:55:33 AM,Jane Lin,active
1018027,In Progress,Counsel - Compliance,1022501,DT-06.11,Regulatory Identified,"Conduct an analysis of TM and CRR related procedures against existing policy and standards to scope procedural requirements. Then, socialize the results of the analysis.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,07/30/2026,09/28/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022501,,,,01/08/2026,,,07/30/2026,07/30/2026,In Progress,,FALSE,,,1018027,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:25 AM,Jane Lin,01/08/2026 5:55:33 AM,Jane Lin,active
1018029,In Progress,Counsel - Compliance,1022501,DT-06.12,Regulatory Identified,"Update existing procedures or create new documents, incorporating analysis findings and designed processes. Then, socialize, incorporate feedback and publish the procedures.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,09/01/2026,10/31/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022501,,,,01/08/2026,,,09/01/2026,09/01/2026,In Progress,,FALSE,,,1018029,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:25 AM,Jane Lin,01/08/2026 5:55:33 AM,Jane Lin,active
1018031,In Progress,Counsel - Compliance,1022501,DT-06.13,Regulatory Identified,Operational Readiness: Aid operational readiness by informing and training relevant stakeholders about any changes to relevant procedures and communications.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,09/01/2026,10/31/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022501,,,,01/08/2026,,,09/01/2026,09/01/2026,In Progress,,FALSE,,,1018031,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:25 AM,Jane Lin,01/08/2026 5:55:33 AM,Jane Lin,active
1018033,In Progress,Counsel - Compliance,1022501,DT-06.14,Regulatory Identified,Obtain final sign off from relevant stakeholders before implementation.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,09/01/2026,10/31/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022501,,,,01/08/2026,,,09/01/2026,09/01/2026,In Progress,,FALSE,,,1018033,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:25 AM,Jane Lin,01/08/2026 5:55:33 AM,Jane Lin,active
1018035,In Progress,Counsel - Compliance,1022501,DT-06.15,Regulatory Identified,Implement enhancements and changes.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,09/01/2026,10/31/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022501,,,,01/08/2026,,,09/01/2026,09/01/2026,In Progress,,FALSE,,,1018035,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:25 AM,Jane Lin,01/08/2026 5:55:33 AM,Jane Lin,active
